date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,sota,saves,cs,pka,pksv,totdist,live,dead,att,touches,succ,team
2022-04-17,15:30,Bundesliga,Matchweek 30,Sun,Away,W,3,0,Arminia,2.7,0.4,75.0,26419.0,Manuel Neuer,3-4-3,Matthias Jöllenbeck,Match Report,,22.0,8.0,16.5,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,10451.0,706.0,38.0,744.0,853.0,10.0,Bayern Munich
2022-04-23,18:30,Bundesliga,Matchweek 31,Sat,Home,W,3,1,Dortmund,1.7,1.3,58.0,75000.0,Manuel Neuer,4-2-3-1,Daniel Siebert,Match Report,,14.0,6.0,16.5,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,10350.0,630.0,45.0,679.0,785.0,6.0,Bayern Munich
2022-04-30,15:30,Bundesliga,Matchweek 32,Sat,Away,L,1,3,Mainz 05,1.4,3.3,68.0,33305.0,Robert Lewandowski,4-2-3-1,Sascha Stegemann,Match Report,,7.0,1.0,19.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,8610.0,563.0,55.0,618.0,729.0,16.0,Bayern Munich
2022-05-08,17:30,Bundesliga,Matchweek 33,Sun,Home,D,2,2,Stuttgart,2.6,1.5,75.0,75000.0,Manuel Neuer,4-2-3-1,Deniz Aytekin,Match Report,,22.0,7.0,13.6,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,12887.0,782.0,46.0,829.0,937.0,18.0,Bayern Munich
2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Away,D,2,2,Wolfsburg,2.1,1.5,67.0,30000.0,Manuel Neuer,3-2-4-1,Robert Hartmann,Match Report,,26.0,8.0,17.1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11938.0,688.0,53.0,743.0,858.0,17.0,Bayern Munich
2021-08-07,20:45,DFB-Pokal,Round of 64,Sat,Away,W,3,0,Wehen,,,64.0,4882.0,Marco Reus,4-4-2◆,Benjamin Cortus,Match Report,,20.0,10.0,,,1.0,1.0,3.0,3.0,1.0,0.0,0.0,,,,,,,Dortmund
2021-08-14,18:30,Bundesliga,Matchweek 1,Sat,Home,W,5,2,Eint Frankfurt,2.7,1.3,60.0,25000.0,Marco Reus,4-2-3-1,Tobias Stieler,Match Report,,13.0,7.0,13.7,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,8990.0,574.0,56.0,634.0,754.0,17.0,Dortmund
2021-08-17,20:30,DFL-Supercup,DFL-Supercup,Tue,Home,L,1,3,Bayern Munich,,,49.0,,Marco Reus,4-3-3,Sascha Stegemann,Match Report,,8.0,5.0,,,0.0,0.0,5.0,2.0,,0.0,0.0,,,,,,,Dortmund
2021-08-21,15:30,Bundesliga,Matchweek 2,Sat,Away,L,1,2,Freiburg,1.6,1.3,76.0,10100.0,Marco Reus,4-1-2-1-2◆,Robert Schröder,Match Report,,18.0,4.0,18.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,11907.0,695.0,59.0,755.0,857.0,12.0,Dortmund
2021-08-27,20:30,Bundesliga,Matchweek 3,Fri,Home,W,3,2,Hoffenheim,3.4,2.2,59.0,25000.0,Marco Reus,4-1-2-1-2◆,Felix Zwayer,Match Report,,24.0,13.0,12.7,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,7824.0,539.0,49.0,592.0,730.0,10.0,Dortmund
2021-09-11,15:30,Bundesliga,Matchweek 4,Sat,Away,W,4,3,Leverkusen,1.8,0.7,58.0,17605.0,Marco Reus,4-3-2-1,Daniel Siebert,Match Report,,13.0,5.0,18.0,1.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,7464.0,517.0,47.0,564.0,671.0,10.0,Dortmund
2021-09-15,19:45,Champions Lg,Group stage,Wed,Away,W,2,1,tr Beşiktaş,3.0,1.2,43.0,22445.0,Marco Reus,4-2-3-1,Antonio Matéu Lahoz,Match Report,,14.0,7.0,13.4,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,6668.0,457.0,41.0,498.0,623.0,28.0,Dortmund
2021-09-19,17:30,Bundesliga,Matchweek 5,Sun,Home,W,4,2,Union Berlin,0.9,1.6,63.0,25000.0,Marco Reus,4-3-3,Sven Jablonski,Match Report,,13.0,5.0,21.3,2.0,0.0,0.0,6.0,4.0,0.0,1.0,0.0,9229.0,605.0,42.0,647.0,743.0,11.0,Dortmund
2021-09-25,18:30,Bundesliga,Matchweek 6,Sat,Away,L,0,1,M'Gladbach,0.4,1.6,45.0,25000.0,Mats Hummels,3-5-2,Deniz Aytekin,Match Report,,8.0,0.0,19.5,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,6674.0,419.0,46.0,468.0,579.0,10.0,Dortmund
2021-09-28,21:00,Champions Lg,Group stage,Tue,Home,W,1,0,pt Sporting CP,0.3,0.4,58.0,25000.0,Marco Reus,4-2-3-1,Srdjan Stojanovic,Match Report,,6.0,3.0,19.4,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8567.0,593.0,45.0,645.0,748.0,8.0,Dortmund
2021-10-02,15:30,Bundesliga,Matchweek 7,Sat,Home,W,2,1,Augsburg,3.0,0.8,69.0,41000.0,Marco Reus,4-2-3-1,Tobias Welz,Match Report,,19.0,3.0,19.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,8631.0,630.0,50.0,681.0,816.0,10.0,Dortmund
2021-10-16,15:30,Bundesliga,Matchweek 8,Sat,Home,W,3,1,Mainz 05,2.3,0.8,67.0,63812.0,Marco Reus,4-3-3,Daniel Schlager,Match Report,,10.0,3.0,15.3,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,10634.0,681.0,56.0,739.0,850.0,7.0,Dortmund
2021-10-19,21:00,Champions Lg,Group stage,Tue,Away,L,0,4,nl Ajax,1.2,2.1,45.0,54029.0,Marco Reus,4-3-3,Jesús Gil,Match Report,,10.0,4.0,17.3,1.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,7537.0,483.0,45.0,529.0,643.0,8.0,Dortmund
2021-10-23,15:30,Bundesliga,Matchweek 9,Sat,Away,W,3,1,Arminia,2.4,1.4,69.0,25000.0,Marco Reus,3-4-3,Benjamin Brand,Match Report,,13.0,6.0,17.1,0.0,1.0,1.0,7.0,6.0,0.0,1.0,0.0,13555.0,815.0,42.0,859.0,982.0,13.0,Dortmund
2021-10-26,20:00,DFB-Pokal,Round of 32,Tue,Home,W,2,0,Ingolstadt 04,,,83.0,28000.0,Mats Hummels,3-4-3,Matthias Jöllenbeck,Match Report,,18.0,5.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,Dortmund
2021-10-30,15:30,Bundesliga,Matchweek 10,Sat,Home,W,2,0,Köln,1.4,1.3,42.0,66709.0,Marco Reus,3-4-3,Martin Petersen,Match Report,,8.0,5.0,14.4,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,5552.0,389.0,40.0,431.0,548.0,12.0,Dortmund
2021-11-03,21:00,Champions Lg,Group stage,Wed,Home,L,1,3,nl Ajax,1.7,2.0,31.0,54820.0,Marco Reus,4-3-3,Michael Oliver,Match Report,,13.0,3.0,19.4,0.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,3841.0,250.0,49.0,302.0,425.0,9.0,Dortmund
2021-11-06,18:30,Bundesliga,Matchweek 11,Sat,Away,L,1,2,RB Leipzig,0.9,2.6,46.0,43429.0,Marco Reus,3-4-3,Felix Zwayer,Match Report,,11.0,3.0,17.1,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,5928.0,415.0,49.0,467.0,586.0,8.0,Dortmund
2021-11-20,15:30,Bundesliga,Matchweek 12,Sat,Home,W,2,1,Stuttgart,2.2,1.6,64.0,57900.0,Marco Reus,4-2-3-1,Harm Osmers,Match Report,,21.0,5.0,19.8,2.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,9870.0,669.0,44.0,713.0,821.0,14.0,Dortmund
2021-11-24,20:00,Champions Lg,Group stage,Wed,Away,L,1,3,pt Sporting CP,1.6,1.9,64.0,41341.0,Marco Reus,4-2-3-1,Carlos del Cerro,Match Report,,12.0,4.0,21.1,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,8597.0,587.0,52.0,645.0,747.0,18.0,Dortmund
2021-11-27,15:30,Bundesliga,Matchweek 13,Sat,Away,W,3,1,Wolfsburg,2.3,1.9,58.0,13281.0,Marco Reus,4-2-3-1,Sven Jablonski,Match Report,,14.0,7.0,18.9,1.0,1.0,1.0,7.0,6.0,0.0,0.0,0.0,7624.0,566.0,41.0,609.0,723.0,12.0,Dortmund
2021-12-04,18:30,Bundesliga,Matchweek 14,Sat,Home,L,2,3,Bayern Munich,1.2,3.1,47.0,15000.0,Marco Reus,4-1-3-2,Felix Zwayer,Match Report,,12.0,4.0,17.8,0.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,6174.0,446.0,45.0,494.0,607.0,7.0,Dortmund
2021-12-07,21:00,Champions Lg,Group stage,Tue,Home,W,5,0,tr Beşiktaş,3.5,0.1,70.0,15000.0,Marco Reus,4-3-3,François Letexier,Match Report,,28.0,6.0,16.2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,10489.0,722.0,34.0,757.0,836.0,21.0,Dortmund
2021-12-11,15:30,Bundesliga,Matchweek 15,Sat,Away,D,1,1,Bochum,2.3,0.9,67.0,13799.0,Marco Reus,4-2-3-1,Matthias Jöllenbeck,Match Report,,20.0,6.0,14.2,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,8718.0,585.0,56.0,644.0,735.0,10.0,Dortmund
2021-12-15,20:30,Bundesliga,Matchweek 16,Wed,Home,W,3,0,Greuther Fürth,1.8,0.4,68.0,15000.0,Marco Reus,4-2-3-1,Daniel Schlager,Match Report,,11.0,4.0,17.6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11576.0,690.0,54.0,746.0,863.0,8.0,Dortmund
2021-12-18,18:30,Bundesliga,Matchweek 17,Sat,Away,L,2,3,Hertha BSC,1.3,1.2,59.0,5000.0,Marco Reus,4-2-3-1,Marco Fritz,Match Report,,11.0,4.0,13.6,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,8127.0,558.0,41.0,602.0,712.0,6.0,Dortmund
2022-01-08,18:30,Bundesliga,Matchweek 18,Sat,Away,W,3,2,Eint Frankfurt,2.0,1.4,64.0,250.0,Marco Reus,4-3-3,Robert Schröder,Match Report,,20.0,8.0,14.1,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,10227.0,653.0,55.0,711.0,814.0,18.0,Dortmund
2022-01-14,20:30,Bundesliga,Matchweek 19,Fri,Home,W,5,1,Freiburg,2.4,0.9,66.0,750.0,Marco Reus,4-3-3,Florian Badstübner,Match Report,,20.0,7.0,14.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,11007.0,683.0,42.0,726.0,830.0,13.0,Dortmund
2022-01-18,20:45,DFB-Pokal,Round of 16,Tue,Away,L,1,2,St. Pauli,,,69.0,2000.0,Marco Reus,4-3-3,Harm Osmers,Match Report,,14.0,6.0,,,1.0,1.0,3.0,1.0,0.0,0.0,0.0,,,,,,,Dortmund
2022-01-22,15:30,Bundesliga,Matchweek 20,Sat,Away,W,3,2,Hoffenheim,1.6,1.7,42.0,500.0,Marco Reus,4-3-3,Deniz Aytekin,Match Report,,4.0,2.0,14.9,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,6796.0,436.0,51.0,488.0,602.0,7.0,Dortmund
2022-02-06,15:30,Bundesliga,Matchweek 21,Sun,Home,L,2,5,Leverkusen,1.7,2.0,64.0,10000.0,Marco Reus,4-3-3,Daniel Siebert,Match Report,,14.0,6.0,21.5,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,8437.0,627.0,39.0,668.0,761.0,11.0,Dortmund
2022-02-13,15:30,Bundesliga,Matchweek 22,Sun,Away,W,3,0,Union Berlin,2.2,1.2,60.0,10000.0,Marco Reus,4-3-3,Matthias Jöllenbeck,Match Report,,10.0,6.0,14.4,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,10168.0,645.0,50.0,695.0,814.0,12.0,Dortmund
2022-02-17,18:45,Europa Lg,Knockout round play-offs,Thu,Home,L,2,4,sct Rangers,1.5,2.1,64.0,10000.0,Marco Reus,4-2-3-1,Clément Turpin,Match Report,Leg 1 of 2,13.0,3.0,14.9,0.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,9400.0,644.0,46.0,691.0,821.0,9.0,Dortmund
2022-02-20,17:30,Bundesliga,Matchweek 23,Sun,Home,W,6,0,M'Gladbach,3.8,0.9,50.0,10000.0,Marco Reus,3-4-3,Marco Fritz,Match Report,,15.0,9.0,18.9,1.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,6512.0,475.0,38.0,515.0,626.0,8.0,Dortmund
2022-02-24,20:00,Europa Lg,Knockout round play-offs,Thu,Away,D,2,2,sct Rangers,3.6,1.7,65.0,47709.0,Marco Reus,4-2-3-1,Antonio Matéu Lahoz,Match Report,Leg 2 of 2; Rangers won,16.0,6.0,13.5,0.0,0.0,0.0,6.0,4.0,0.0,1.0,0.0,8729.0,612.0,43.0,656.0,769.0,7.0,Dortmund
2022-02-27,17:30,Bundesliga,Matchweek 24,Sun,Away,D,1,1,Augsburg,0.6,0.8,64.0,15330.0,Mats Hummels,3-5-2,Deniz Aytekin,Match Report,,10.0,6.0,19.5,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,8921.0,621.0,50.0,673.0,781.0,14.0,Dortmund
2022-03-13,17:30,Bundesliga,Matchweek 26,Sun,Home,W,1,0,Arminia,2.0,0.7,59.0,33000.0,Axel Witsel,4-2-3-1,Bastian Dankert,Match Report,,19.0,3.0,15.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,8573.0,530.0,47.0,580.0,711.0,9.0,Dortmund
2022-03-16,18:30,Bundesliga,Matchweek 25,Wed,Away,W,1,0,Mainz 05,0.8,0.9,59.0,25000.0,Axel Witsel,4-2-3-1,Sascha Stegemann,Match Report,,11.0,4.0,16.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6507.0,429.0,61.0,492.0,614.0,6.0,Dortmund
2022-03-20,19:30,Bundesliga,Matchweek 27,Sun,Away,D,1,1,Köln,1.2,1.1,46.0,50000.0,Axel Witsel,4-1-4-1,Daniel Siebert,Match Report,,9.0,3.0,18.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5340.0,383.0,61.0,447.0,560.0,7.0,Dortmund
2022-04-02,18:30,Bundesliga,Matchweek 28,Sat,Home,L,1,4,RB Leipzig,0.7,1.1,64.0,81365.0,Marco Reus,3-4-3,Marco Fritz,Match Report,,10.0,2.0,17.4,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,9835.0,662.0,42.0,705.0,792.0,9.0,Dortmund
2022-04-08,20:30,Bundesliga,Matchweek 29,Fri,Away,W,2,0,Stuttgart,1.9,1.7,58.0,58248.0,Marco Reus,4-2-3-1,Harm Osmers,Match Report,,12.0,4.0,17.3,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,9573.0,628.0,49.0,678.0,779.0,6.0,Dortmund
2022-04-16,15:30,Bundesliga,Matchweek 30,Sat,Home,W,6,1,Wolfsburg,3.0,1.5,60.0,79200.0,Marco Reus,3-4-3,Robert Schröder,Match Report,,12.0,8.0,14.7,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,7786.0,546.0,34.0,586.0,706.0,10.0,Dortmund
2022-04-23,18:30,Bundesliga,Matchweek 31,Sat,Away,L,1,3,Bayern Munich,1.3,1.7,42.0,75000.0,Marco Reus,4-2-3-1,Daniel Siebert,Match Report,,6.0,1.0,19.2,0.0,1.0,1.0,6.0,3.0,0.0,0.0,0.0,6516.0,439.0,42.0,484.0,600.0,14.0,Dortmund
2022-04-30,15:30,Bundesliga,Matchweek 32,Sat,Home,L,3,4,Bochum,4.0,1.6,69.0,81365.0,Marco Reus,4-2-3-1,Robert Hartmann,Match Report,,16.0,7.0,17.1,0.0,2.0,2.0,6.0,2.0,0.0,1.0,0.0,9161.0,552.0,53.0,608.0,715.0,15.0,Dortmund
2022-05-07,15:30,Bundesliga,Matchweek 33,Sat,Away,W,3,1,Greuther Fürth,1.5,1.3,57.0,16600.0,Marco Reus,3-4-3,Christian Dingert,Match Report,,8.0,4.0,14.2,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,8208.0,559.0,40.0,603.0,696.0,8.0,Dortmund
2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Home,W,2,1,Hertha BSC,1.3,1.0,73.0,80500.0,Marco Reus,3-4-3,Tobias Stieler,Match Report,,7.0,1.0,17.9,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,10334.0,697.0,50.0,748.0,841.0,8.0,Dortmund
2021-08-07,15:30,DFB-Pokal,Round of 64,Sat,Away,W,3,0,Loko Leipzig,,,60.0,6800.0,Lukáš Hrádecký,4-2-3-1,Florian Lechner,Match Report,,9.0,5.0,,,1.0,1.0,3.0,3.0,1.0,0.0,0.0,,,,,,,Bayer Leverkusen
2021-08-14,15:30,Bundesliga,Matchweek 1,Sat,Away,D,1,1,Union Berlin,0.8,0.5,66.0,11000.0,Lukáš Hrádecký,4-2-3-1,Tobias Reichel,Match Report,,16.0,3.0,17.8,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,9354.0,622.0,56.0,680.0,792.0,10.0,Bayer Leverkusen
2021-08-21,18:30,Bundesliga,Matchweek 2,Sat,Home,W,4,0,M'Gladbach,1.9,1.7,47.0,15105.0,Lukáš Hrádecký,4-2-3-1,Deniz Aytekin,Match Report,,12.0,6.0,14.2,0.0,0.0,0.0,6.0,5.0,1.0,0.0,1.0,6797.0,412.0,43.0,460.0,579.0,17.0,Bayer Leverkusen
2021-08-28,15:30,Bundesliga,Matchweek 3,Sat,Away,W,4,1,Augsburg,2.0,1.8,57.0,10582.0,Lukáš Hrádecký,4-2-3-1,Benjamin Brand,Match Report,,14.0,5.0,17.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,8410.0,514.0,46.0,560.0,686.0,11.0,Bayer Leverkusen
2021-09-11,15:30,Bundesliga,Matchweek 4,Sat,Home,L,3,4,Dortmund,0.7,1.8,42.0,17605.0,Lukáš Hrádecký,4-2-3-1,Daniel Siebert,Match Report,,11.0,5.0,21.9,2.0,0.0,0.0,6.0,2.0,0.0,1.0,0.0,5931.0,369.0,39.0,409.0,519.0,14.0,Bayer Leverkusen
2021-09-16,18:45,Europa Lg,Group stage,Thu,Home,W,2,1,hu Ferencváros,2.2,1.3,65.0,11013.0,Lukáš Hrádecký,4-2-3-1,Andris Treimanis,Match Report,,22.0,8.0,19.6,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,10789.0,678.0,33.0,712.0,826.0,13.0,Bayer Leverkusen
2021-09-19,15:30,Bundesliga,Matchweek 5,Sun,Away,W,3,1,Stuttgart,1.4,1.6,36.0,23450.0,Lukáš Hrádecký,4-2-3-1,Benjamin Cortus,Match Report,,7.0,4.0,11.4,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,3936.0,296.0,51.0,347.0,481.0,12.0,Bayer Leverkusen
2021-09-25,15:30,Bundesliga,Matchweek 6,Sat,Home,W,1,0,Mainz 05,1.5,0.9,67.0,16624.0,Lukáš Hrádecký,4-2-3-1,Bastian Dankert,Match Report,,17.0,9.0,19.5,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,9132.0,575.0,53.0,630.0,749.0,15.0,Bayer Leverkusen
2021-09-30,20:00,Europa Lg,Group stage,Thu,Away,W,4,0,sct Celtic,3.4,1.7,45.0,55436.0,Lukáš Hrádecký,4-2-3-1,Marco Di Bello,Match Report,,17.0,10.0,14.9,0.0,1.0,1.0,6.0,6.0,1.0,0.0,0.0,7588.0,477.0,38.0,518.0,631.0,7.0,Bayer Leverkusen
2021-10-03,19:30,Bundesliga,Matchweek 7,Sun,Away,W,4,0,Arminia,3.1,0.4,66.0,16250.0,Lukáš Hrádecký,4-2-3-1,Felix Zwayer,Match Report,,17.0,6.0,18.4,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,9548.0,622.0,55.0,677.0,785.0,10.0,Bayer Leverkusen
2021-10-17,15:30,Bundesliga,Matchweek 8,Sun,Home,L,1,5,Bayern Munich,0.7,3.2,41.0,29542.0,Lukáš Hrádecký,4-2-3-1,Sven Jablonski,Match Report,,6.0,4.0,16.1,0.0,0.0,0.0,11.0,6.0,0.0,0.0,0.0,6500.0,434.0,39.0,474.0,588.0,12.0,Bayer Leverkusen
2021-10-21,18:45,Europa Lg,Group stage,Thu,Away,D,1,1,es Betis,1.0,2.1,54.0,39230.0,Lukáš Hrádecký,4-2-3-1,Bartosz Frankowski,Match Report,,12.0,7.0,16.3,0.0,0.0,0.0,6.0,5.0,0.0,1.0,0.0,6730.0,458.0,50.0,513.0,620.0,12.0,Bayer Leverkusen
2021-10-24,15:30,Bundesliga,Matchweek 9,Sun,Away,D,2,2,Köln,0.9,1.8,38.0,49600.0,Lukáš Hrádecký,4-2-3-1,Felix Zwayer,Match Report,,9.0,6.0,16.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,3504.0,267.0,55.0,327.0,460.0,19.0,Bayer Leverkusen
2021-10-27,18:30,DFB-Pokal,Round of 32,Wed,Home,L,1,2,Karlsruher,,,63.0,13060.0,Lukáš Hrádecký,4-2-3-1,Tobias Welz,Match Report,,20.0,3.0,,,0.0,0.0,6.0,4.0,0.0,0.0,0.0,,,,,,,Bayer Leverkusen
2021-10-30,15:30,Bundesliga,Matchweek 10,Sat,Home,L,0,2,Wolfsburg,1.5,1.8,65.0,20132.0,Lukáš Hrádecký,3-4-3,Deniz Aytekin,Match Report,,12.0,0.0,21.4,1.0,0.0,1.0,8.0,6.0,0.0,0.0,0.0,8312.0,506.0,61.0,568.0,684.0,14.0,Bayer Leverkusen
2021-11-04,21:00,Europa Lg,Group stage,Thu,Home,W,4,0,es Betis,2.7,0.9,44.0,15208.0,Lukáš Hrádecký,4-4-2,Anthony Taylor,Match Report,,22.0,10.0,19.2,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,6030.0,418.0,25.0,447.0,554.0,10.0,Bayer Leverkusen
2021-11-07,15:30,Bundesliga,Matchweek 11,Sun,Away,D,1,1,Hertha BSC,1.0,0.8,54.0,22187.0,Lukáš Hrádecký,4-2-3-1,Robert Hartmann,Match Report,,9.0,4.0,19.5,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,7351.0,444.0,61.0,509.0,604.0,11.0,Bayer Leverkusen
2021-11-20,15:30,Bundesliga,Matchweek 12,Sat,Home,W,1,0,Bochum,1.7,0.8,55.0,22538.0,Lukáš Hrádecký,4-4-2,Daniel Schlager,Match Report,,11.0,5.0,18.3,1.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,7496.0,469.0,57.0,528.0,648.0,15.0,Bayer Leverkusen
2021-11-25,18:45,Europa Lg,Group stage,Thu,Home,W,3,2,sct Celtic,2.4,1.4,57.0,19830.0,Lukáš Hrádecký,4-4-2,Anastasios Sidiropoulos,Match Report,,16.0,7.0,12.6,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,9529.0,610.0,55.0,668.0,771.0,15.0,Bayer Leverkusen
2021-11-28,17:30,Bundesliga,Matchweek 13,Sun,Away,W,3,1,RB Leipzig,1.4,1.5,42.0,,Lukáš Hrádecký,4-2-3-1,Benjamin Cortus,Match Report,,11.0,4.0,15.6,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,6092.0,420.0,40.0,465.0,579.0,6.0,Bayer Leverkusen
2021-12-04,15:30,Bundesliga,Matchweek 14,Sat,Home,W,7,1,Greuther Fürth,2.8,0.3,60.0,10455.0,Lukáš Hrádecký,4-2-3-1,Tobias Reichel,Match Report,,13.0,8.0,13.2,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,8457.0,512.0,47.0,562.0,674.0,19.0,Bayer Leverkusen
2021-12-09,21:00,Europa Lg,Group stage,Thu,Away,L,0,1,hu Ferencváros,1.2,0.6,56.0,12127.0,Charles Aránguiz,4-2-3-1,Kirill Levnikov,Match Report,,13.0,4.0,16.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9280.0,571.0,46.0,620.0,717.0,8.0,Bayer Leverkusen
2021-12-12,17:30,Bundesliga,Matchweek 15,Sun,Away,L,2,5,Eint Frankfurt,1.7,1.6,56.0,12000.0,Lukáš Hrádecký,4-2-3-1,Marco Fritz,Match Report,,10.0,2.0,19.2,0.0,1.0,1.0,7.0,2.0,0.0,0.0,0.0,7473.0,492.0,62.0,554.0,673.0,9.0,Bayer Leverkusen
2021-12-15,20:30,Bundesliga,Matchweek 16,Wed,Home,D,2,2,Hoffenheim,2.2,2.0,46.0,13272.0,Lukáš Hrádecký,4-2-3-1,Tobias Stieler,Match Report,,16.0,9.0,12.7,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,7081.0,416.0,46.0,468.0,600.0,10.0,Bayer Leverkusen
2021-12-19,15:30,Bundesliga,Matchweek 17,Sun,Away,L,1,2,Freiburg,0.8,2.1,57.0,750.0,Lukáš Hrádecký,4-3-2-1,Benjamin Cortus,Match Report,,7.0,4.0,15.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,7983.0,524.0,47.0,571.0,670.0,11.0,Bayer Leverkusen
2022-01-08,15:30,Bundesliga,Matchweek 18,Sat,Home,D,2,2,Union Berlin,1.6,2.7,64.0,,Lukáš Hrádecký,4-2-3-1,Matthias Jöllenbeck,Match Report,,19.0,8.0,15.3,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,9174.0,557.0,55.0,613.0,731.0,12.0,Bayer Leverkusen
2022-01-15,18:30,Bundesliga,Matchweek 19,Sat,Away,W,2,1,M'Gladbach,5.3,1.2,46.0,750.0,Lukáš Hrádecký,4-2-3-1,Sascha Stegemann,Match Report,,30.0,12.0,15.0,0.0,0.0,2.0,6.0,5.0,0.0,0.0,0.0,6195.0,374.0,43.0,418.0,560.0,19.0,Bayer Leverkusen
2022-01-22,15:30,Bundesliga,Matchweek 20,Sat,Home,W,5,1,Augsburg,2.8,1.5,66.0,750.0,Lukáš Hrádecký,4-1-4-1,Daniel Schlager,Match Report,,22.0,12.0,15.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,10356.0,629.0,48.0,678.0,792.0,14.0,Bayer Leverkusen
2022-02-06,15:30,Bundesliga,Matchweek 21,Sun,Away,W,5,2,Dortmund,2.0,1.7,36.0,10000.0,Jonathan Tah,4-2-3-1,Daniel Siebert,Match Report,,10.0,6.0,12.4,1.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,5192.0,330.0,49.0,380.0,502.0,8.0,Bayer Leverkusen
2022-02-12,18:30,Bundesliga,Matchweek 22,Sat,Home,W,4,2,Stuttgart,1.9,1.0,69.0,10000.0,Lukáš Hrádecký,4-2-3-1,Felix Brych,Match Report,,20.0,6.0,18.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,11166.0,723.0,47.0,771.0,876.0,15.0,Bayer Leverkusen
